clust_id,clust_rep,new_Kingdom,new_Phylum,new_Class,new_Order,new_Family,new_Genus,new_Species,problematic_tax
7190,KX123558.1.1493,Bacteria,Patescibacteria,ABY1,Candidatus Uhrbacteria,Candidatus Uhrbacteria bacterium GW2011_GWF2_46_218/Candidatus Uhrbacteria bacterium GW2011_GWE2_46_68,Candidatus Uhrbacteria bacterium GW2011_GWF2_46_218/Candidatus Uhrbacteria bacterium GW2011_GWE2_46_68,Candidatus Uhrbacteria bacterium GW2011_GWF2_46_218Candidatus Uhrbacteria bacterium GW2011_GWE2_46_68 GW2011_GWF2_46_218/GW2011_GWE2_46_68(2),Disc.Fam_Candidatus Uhrbacteria bacterium GW2011_GWF2_46_218/Candidatus Uhrbacteria bacterium GW2011_GWE2_46_68(2)
7191,KX123559.1.1492,Bacteria,Patescibacteria,ABY1,Candidatus Uhrbacteria,Candidatus Uhrbacteria bacterium GW2011_GWE2_40_58/Candidatus Uhrbacteria bacterium GW2011_GWF2_40_263,Candidatus Uhrbacteria bacterium GW2011_GWE2_40_58/Candidatus Uhrbacteria bacterium GW2011_GWF2_40_263,Candidatus Uhrbacteria bacterium GW2011_GWE2_40_58Candidatus Uhrbacteria bacterium GW2011_GWF2_40_263 GW2011_GWE2_40_58/GW2011_GWF2_40_263(2),Disc.Fam_Candidatus Uhrbacteria bacterium GW2011_GWE2_40_58/Candidatus Uhrbacteria bacterium GW2011_GWF2_40_263(2)
7205,KX465172.1.1757,Eukaryota,SAR/Cryptophyceae,Alveolata/Cryptomonadales,Ciliophora/Cryptomonas,Oligohymenophorea/uncultured ciliate,Peritrichia/uncultured ciliate,Peritrichiauncultured ciliate ciliate(1),Disc.Phy_)SAR/Cryptophyceae(2)
7217,KX935461.1.1494,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured marine bacterium/uncultured gamma proteobacterium MB12G11/Ambiguous_taxa,uncultured marine bacterium/uncultured gamma proteobacterium MB12G11/Ambiguous_taxa,uncultured marine bacteriumuncultured gamma proteobacterium MB12G11Ambiguous_taxa bacterium/MB12G11/Ambiguous_taxa(3),Disc.Fam_uncultured marine bacterium/uncultured gamma proteobacterium MB12G11/Ambiguous_taxa(3)
7220,KX937320.1.1453,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured marine eukaryote/uncultured bacterium,uncultured marine eukaryote/uncultured bacterium,uncultured marine eukaryoteuncultured bacterium eukaryote/bacterium(2),Disc.Fam_uncultured marine eukaryote/uncultured bacterium(2)
7222,KX937563.1.1450,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured marine eukaryote/uncultured cyanobacterium,uncultured marine eukaryote/uncultured cyanobacterium,uncultured marine eukaryoteuncultured cyanobacterium eukaryote/cyanobacterium(2),Disc.Fam_uncultured marine eukaryote/uncultured cyanobacterium(2)
7223,KX937606.1.1444,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured cyanobacterium/Phalacroma mitra,Ambiguous_taxa/uncultured cyanobacterium/Phalacroma mitra,Ambiguous_taxauncultured cyanobacteriumPhalacroma mitra Ambiguous_taxa/cyanobacterium/mitra(3),Disc.Fam_Ambiguous_taxa/uncultured cyanobacterium/Phalacroma mitra(3)
7224,KX937760.1.1464,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured marine eukaryote/uncultured bacterium,uncultured marine eukaryote/uncultured bacterium,uncultured marine eukaryoteuncultured bacterium eukaryote/bacterium(2),Disc.Fam_uncultured marine eukaryote/uncultured bacterium(2)
7225,KX937911.1.1452,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/uncultured bacterium/Thalassiosira gravida,Ambiguous_taxa/uncultured bacterium/Thalassiosira gravida,Ambiguous_taxauncultured bacteriumThalassiosira gravida Ambiguous_taxa/bacterium/gravida(3),Disc.Fam_Ambiguous_taxa/uncultured bacterium/Thalassiosira gravida(3)
7265,LBVW01000001.53832.57120,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,Candidatus Woesebacteria bacterium GW2011_GWB1_39_10b/Candidatus Woesebacteria bacterium GW2011_GWA1_39_21b/Ambiguous_taxa,Candidatus Woesebacteria bacterium GW2011_GWB1_39_10b/Candidatus Woesebacteria bacterium GW2011_GWA1_39_21b/Ambiguous_taxa,Candidatus Woesebacteria bacterium GW2011_GWB1_39_10bCandidatus Woesebacteria bacterium GW2011_GWA1_39_21bAmbiguous_taxa GW2011_GWB1_39_10b/GW2011_GWA1_39_21b/Ambiguous_taxa(3),Disc.Fam_Candidatus Woesebacteria bacterium GW2011_GWB1_39_10b/Candidatus Woesebacteria bacterium GW2011_GWA1_39_21b/Ambiguous_taxa(3)
7313,LN562466.1.1333,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium/uncultured alpha proteobacterium,uncultured bacterium/uncultured alpha proteobacterium,uncultured bacteriumuncultured alpha proteobacterium bacterium/proteobacterium(2),Disc.Fam_uncultured bacterium/uncultured alpha proteobacterium(2)
7337,LURP01000141.205.1647,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Fam_Ambiguous_taxa/uncultured archaeon(2)
734,FPLM01000134.8.1506,Bacteria,Synergistetes/Firmicutes,Synergistia/Clostridia,Synergistales/D8A-2,Synergistaceae/uncultured bacterium,uncultured/Syner-01/uncultured bacterium,unculturedSyner-01uncultured bacterium metagenome/bacterium(2),Disc.Phy_)Synergistetes/Firmicutes(2)
7343,LVTN01000110.539979.541433,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Musa itinerans,Ambiguous_taxa/Musa itinerans,Ambiguous_taxaMusa itinerans Ambiguous_taxa/itinerans(2),Disc.Fam_Ambiguous_taxa/Musa itinerans(2)
7346,LWDU01004388.429.1913,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Ambiguous_taxa/uncultured Chloroflexi bacterium,Ambiguous_taxa/uncultured Chloroflexi bacterium,Ambiguous_taxauncultured Chloroflexi bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured Chloroflexi bacterium(2)
7362,MFWA01000017.15698.17300,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,Ambiguous_taxa/Candidatus Nomurabacteria bacterium GW2011_GWC2_36_9/Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115,Ambiguous_taxa/Candidatus Nomurabacteria bacterium GW2011_GWC2_36_9/Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115,Ambiguous_taxaCandidatus Nomurabacteria bacterium GW2011_GWC2_36_9Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115 Ambiguous_taxa/GW2011_GWC2_36_9/GW2011_GWE2_36_115(3),Disc.Fam_Ambiguous_taxa/Candidatus Nomurabacteria bacterium GW2011_GWC2_36_9/Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115(3)
7375,MWSW01000018.174881.176381,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,Ambiguous_taxa/uncultured bacterium/uncultured planctomycete,Ambiguous_taxa/uncultured bacterium/uncultured planctomycete,Ambiguous_taxauncultured bacteriumuncultured planctomycete Ambiguous_taxa/bacterium/planctomycete(3),Disc.Fam_Ambiguous_taxa/uncultured bacterium/uncultured planctomycete(3)
738,GBAD01033113.1025.2938,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Boechera gunnisoniana/Ambiguous_taxa/uncultured cyanobacterium/Brassica oleracea var. capitata (cabbage)/Brassica napus (rape)/uncultured bacterium/Humulus lupulus var. lupulus/Nasturtium officinale,Boechera gunnisoniana/Ambiguous_taxa/uncultured cyanobacterium/Brassica oleracea var. capitata (cabbage)/Brassica napus (rape)/uncultured bacterium/Humulus lupulus var. lupulus/Nasturtium officinale,Boechera gunnisonianaAmbiguous_taxauncultured cyanobacteriumBrassica oleracea var. capitata (cabbage)Brassica napus (rape)uncultured bacteriumHumulus lupulus var. lupulusNasturtium officinale gunnisoniana/Ambiguous_taxa/cyanobacterium/(cabbage)/(rape)/bacterium/lupulus/officinale(8),Disc.Fam_Boechera gunnisoniana/Ambiguous_taxa/uncultured cyanobacterium/Brassica oleracea var. capitata (cabbage)/Brassica napus (rape)/uncultured bacterium/Humulus lupulus var. lupulus/Nasturtium officinale(8)
7388,AACY020073989.594.2129,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa/uncultured gamma proteobacterium,Ambiguous_taxa/uncultured gamma proteobacterium,Ambiguous_taxauncultured gamma proteobacterium Ambiguous_taxa/proteobacterium(2),Disc.Fam_Ambiguous_taxa/uncultured gamma proteobacterium(2)
7391,AACY020105546.1130.2631,Bacteria,Actinobacteria,Actinobacteria,PeM15,Ambiguous_taxa/uncultured Actinomycetales bacterium,Ambiguous_taxa/uncultured Actinomycetales bacterium,Ambiguous_taxauncultured Actinomycetales bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured Actinomycetales bacterium(2)
7394,AACY020179327.228.1706,Bacteria,Chloroflexi,SL56 marine group,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Ambiguous_taxa/uncultured bacterium(2)
7398,AACY020428427.340.1780,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,Ambiguous_taxa/uncultured marine group II euryarchaeote,Ambiguous_taxa/uncultured marine group II euryarchaeote,Ambiguous_taxauncultured marine group II euryarchaeote Ambiguous_taxa/euryarchaeote(2),Disc.Fam_Ambiguous_taxa/uncultured marine group II euryarchaeote(2)
7400,AACY020469094.97.1605,Bacteria,Verrucomicrobia,Verrucomicrobiae,uncultured,marine metagenome/uncultured bacterium,marine metagenome/uncultured bacterium,marine metagenomeuncultured bacterium metagenome/bacterium(2),Disc.Fam_marine metagenome/uncultured bacterium(2)
7402,AACY020553861.2031.3562,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
7404,AACY020562322.3851.5364,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
7445,AB037097.1.2265,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Sphaeropleales/Chlorophyceae,Tetradesmus/Ambiguous_taxa,TetradesmusAmbiguous_taxa wisconsinensis/Ambiguous_taxa(2),Disc.Fam_Sphaeropleales/Chlorophyceae(2)
7461,AB113635.1.1422,Archaea,Crenarchaeota,Bathyarchaeia,Ambiguous_taxa/uncultured crenarchaeote,Ambiguous_taxa/uncultured crenarchaeote,Ambiguous_taxa/uncultured crenarchaeote,Ambiguous_taxauncultured crenarchaeote Ambiguous_taxa/crenarchaeote(2),Disc.Ord_Ambiguous_taxa/uncultured crenarchaeote(2)
7472,AB179504.1.1492,Bacteria,Planctomycetes/Patescibacteria,Planctomycetacia/Parcubacteria,Planctomycetales/GWA2-38-13b,Schlesneriaceae/uncultured bacterium,Schlesneria/uncultured bacterium,Schlesneriauncultured bacterium bacterium(1),Disc.Phy_)Planctomycetes/Patescibacteria(2)
751,JOUC01000004.377833.379365,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales/Aeromonadales,Enterobacteriaceae/Aeromonadaceae,Klebsiella/Kluyvera/Ambiguous_taxa/Aeromonas/Enterobacter/Lelliottia,KlebsiellaKluyveraAmbiguous_taxaAeromonasEnterobacterLelliottia Ambiguous_taxa/bacterium/sp.(3),Disc.Ord_Enterobacteriales/Aeromonadales(2)
7533,AB262704.1.1425,Archaea,Crenarchaeota,Bathyarchaeia,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Ord_Ambiguous_taxa/uncultured archaeon(2)
7559,AB364937.1.1399,Archaea,Euryarchaeota,Thermoplasmata,uncultured,uncultured archaeon/uncultured methanogenic archaeon,uncultured archaeon/uncultured methanogenic archaeon,uncultured archaeonuncultured methanogenic archaeon archaeon(1),Disc.Fam_uncultured archaeon/uncultured methanogenic archaeon(2)
772,AB269967.1.1542,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae/Ruminococcaceae,Christensenellaceae R-7 group/Ruminococcaceae UCG-011,Christensenellaceae R-7 groupRuminococcaceae UCG-011 Ambiguous_taxa/bacterium(2),Disc.Fam_Christensenellaceae/Ruminococcaceae(2)
7755,AB615050.1.1500,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured rumen bacterium/uncultured bacterium,uncultured rumen bacterium/uncultured bacterium,uncultured rumen bacteriumuncultured bacterium bacterium(1),Disc.Fam_uncultured rumen bacterium/uncultured bacterium(2)
7766,AB616345.1.1489,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,COB P4-1 termite group/CAP-aah99b04,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_COB P4-1 termite group/CAP-aah99b04(2)
7823,AB672195.1.1450,Bacteria,Acidobacteria,Subgroup 5,uncultured bacterium/uncultured Acidobacteria bacterium,uncultured bacterium/uncultured Acidobacteria bacterium,uncultured bacterium/uncultured Acidobacteria bacterium,uncultured bacteriumuncultured Acidobacteria bacterium bacterium(1),Disc.Ord_uncultured bacterium/uncultured Acidobacteria bacterium(2)
7836,AB690712.1.1369,Bacteria,Firmicutes,Clostridia,DTU014,uncultured Firmicutes bacterium/uncultured bacterium,uncultured Firmicutes bacterium/uncultured bacterium,uncultured Firmicutes bacteriumuncultured bacterium bacterium(1),Disc.Fam_uncultured Firmicutes bacterium/uncultured bacterium(2)
7898,AB800348.1.1421,Archaea,Ambiguous_taxa/Asgardaeota,Ambiguous_taxa/Lokiarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon archaeon(1),Disc.Phy_)Ambiguous_taxa/Asgardaeota(2)
7901,AB800618.1.1422,Archaea,Asgardaeota/Crenarchaeota,Lokiarchaeia/Bathyarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon archaeon(1),Disc.Phy_)Asgardaeota/Crenarchaeota(2)
7903,AB801052.1.1428,Archaea,Crenarchaeota,Bathyarchaeia,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Ord_Ambiguous_taxa/uncultured archaeon(2)
7904,AB801094.1.1432,Archaea,Crenarchaeota,Bathyarchaeia,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Ord_Ambiguous_taxa/uncultured archaeon(2)
7911,AB803394.1.1398,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,uncultured archaeon/uncultured archaeon TA1e6,uncultured archaeon/uncultured archaeon TA1e6,uncultured archaeonuncultured archaeon TA1e6 archaeon/TA1e6(2),Disc.Fam_uncultured archaeon/uncultured archaeon TA1e6(2)
797,CZCA01001080.28.1546,Bacteria,Firmicutes,Clostridia,MBA03,anaerobic digester metagenome/uncultured bacterium,anaerobic digester metagenome/uncultured bacterium,anaerobic digester metagenomeuncultured bacterium metagenome/bacterium(2),Disc.Fam_anaerobic digester metagenome/uncultured bacterium(2)
7979,AB830885.113579.115069,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Afrocarpus falcatus,Ambiguous_taxa/Afrocarpus falcatus,Ambiguous_taxaAfrocarpus falcatus Ambiguous_taxa/falcatus(2),Disc.Fam_Ambiguous_taxa/Afrocarpus falcatus(2)
8017,AB948380.1.1040,Archaea,Asgardaeota/Crenarchaeota,Lokiarchaeia/Bathyarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon archaeon(1),Disc.Phy_)Asgardaeota/Crenarchaeota(2)
8018,AB948419.1.1146,Archaea,Asgardaeota/Crenarchaeota,Lokiarchaeia/Bathyarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon,uncultured archaeon archaeon(1),Disc.Phy_)Asgardaeota/Crenarchaeota(2)
8031,AB974002.1.1341,Archaea,Euryarchaeota,Thermoplasmata,Marine Group II,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Fam_Ambiguous_taxa/uncultured archaeon(2)
8033,AB974130.1.1460,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
8034,AB974135.1.1425,Bacteria,Actinobacteria,Actinobacteria,PeM15,uncultured bacterium/uncultured Actinomycetales bacterium,uncultured bacterium/uncultured Actinomycetales bacterium,uncultured bacteriumuncultured Actinomycetales bacterium bacterium(1),Disc.Fam_uncultured bacterium/uncultured Actinomycetales bacterium(2)
804,DQ396250.1.1512,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured organism/uncultured bacterium/Ambiguous_taxa,uncultured organism/uncultured bacterium/Ambiguous_taxa,uncultured organismuncultured bacteriumAmbiguous_taxa organism/bacterium/Ambiguous_taxa(3),Disc.Fam_uncultured organism/uncultured bacterium/Ambiguous_taxa(3)
8057,AC093544.25901.27371,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Medicago truncatula (barrel medic),Ambiguous_taxa/Medicago truncatula (barrel medic),Ambiguous_taxaMedicago truncatula (barrel medic) Ambiguous_taxa/medic)(2),Disc.Fam_Ambiguous_taxa/Medicago truncatula (barrel medic)(2)
8058,AC136521.125908.127371,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Oryza sativa Indica Group (long-grained rice),Ambiguous_taxa/Oryza sativa Indica Group (long-grained rice),Ambiguous_taxaOryza sativa Indica Group (long-grained rice) Ambiguous_taxa/rice)(2),Disc.Fam_Ambiguous_taxa/Oryza sativa Indica Group (long-grained rice)(2)
806,DQ794817.1.1395,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,uncultured/[Eubacterium] coprostanoligenes group,uncultured[Eubacterium] coprostanoligenes group bacterium(1),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
8084,AF015279.1.1784,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Ambiguous_taxa/Ulvales,Ambiguous_taxa/Monostroma,Ambiguous_taxaMonostroma Ambiguous_taxa/grevillei(2),Disc.Fam_Ambiguous_taxa/Ulvales(2)
8086,AF026588.1.1777,Eukaryota,Opisthokonta,Nucletmycea,Fungi,Stereaceae/Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa Ambiguous_taxa(1),Disc.Fam_Stereaceae/Ambiguous_taxa(2)
810,EF098931.1.1400,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,Lachnospiraceae NK4A136 group/uncultured/Ruminococcus 1,Lachnospiraceae NK4A136 groupunculturedRuminococcus 1 bacterium(1),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
8112,AF154106.1.1550,Bacteria,Atribacteria,JS1,Ambiguous_taxa/uncultured hydrocarbon seep bacterium GCA018,Ambiguous_taxa/uncultured hydrocarbon seep bacterium GCA018,Ambiguous_taxa/uncultured hydrocarbon seep bacterium GCA018,Ambiguous_taxauncultured hydrocarbon seep bacterium GCA018 Ambiguous_taxa/GCA018(2),Disc.Ord_Ambiguous_taxa/uncultured hydrocarbon seep bacterium GCA018(2)
8115,AF186417.1.1461,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Ambiguous_taxa/uncultured Chloroflexus sp.,Ambiguous_taxa/uncultured Chloroflexus sp.,Ambiguous_taxauncultured Chloroflexus sp. Ambiguous_taxa/sp.(2),Disc.Fam_Ambiguous_taxa/uncultured Chloroflexus sp.(2)
8154,AF372751.1.1274,Eukaryota,SAR,Stramenopiles,MAST-12,MAST-12A/uncultured stramenopile,uncultured stramenopile,uncultured stramenopile stramenopile(1),Disc.Fam_MAST-12A/uncultured stramenopile(2)
8157,AF382105.1.1471,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium/uncultured alpha proteobacterium,uncultured bacterium/uncultured alpha proteobacterium,uncultured bacteriumuncultured alpha proteobacterium bacterium/proteobacterium(2),Disc.Fam_uncultured bacterium/uncultured alpha proteobacterium(2)
816,EU245239.1.1485,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5/Marinilabiliaceae,uncultured organism/uncultured,uncultured organismuncultured organism(1),Disc.Fam_SB-5/Marinilabiliaceae(2)
8180,AF445720.1.1486,Bacteria,Armatimonadetes,uncultured,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Ord_Ambiguous_taxa/uncultured bacterium(2)
8183,AF449263.1.1475,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,uncultured Aminicenantes bacterium/uncultured bacterium,uncultured Aminicenantes bacterium/uncultured bacterium,uncultured Aminicenantes bacteriumuncultured bacterium bacterium(1),Disc.Fam_uncultured Aminicenantes bacterium/uncultured bacterium(2)
819,EU504387.1.1396,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Ruminococcaceae,uncultured/Lachnospiraceae UCG-008/Ruminococcus 1,unculturedLachnospiraceae UCG-008Ruminococcus 1 bacterium(1),Disc.Fam_Lachnospiraceae/Ruminococcaceae(2)
8194,AF514408.1.1764,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Chlorophyceae/Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa Ambiguous_taxa(1),Disc.Fam_Chlorophyceae/Ambiguous_taxa(2)
8216,AGAU01000387.3534.5025,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Ambiguous_taxa/uncultured marine bacterium,Ambiguous_taxa/uncultured marine bacterium,Ambiguous_taxauncultured marine bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured marine bacterium(2)
8254,AJ005414.1.1777,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Ambiguous_taxa/Ulvophyceae,Ambiguous_taxa/Ulva pertusa,Ambiguous_taxaUlva pertusa Ambiguous_taxa/pertusa(2),Disc.Fam_Ambiguous_taxa/Ulvophyceae(2)
8256,AJ009461.1.1546,Bacteria,Acidobacteria,Holophagae,Subgroup 7,uncultured bacterium SJA-36/uncultured bacterium,uncultured bacterium SJA-36/uncultured bacterium,uncultured bacterium SJA-36uncultured bacterium SJA-36/bacterium(2),Disc.Fam_uncultured bacterium SJA-36/uncultured bacterium(2)
828,GQ896691.1.1487,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae/Ruminococcaceae,Christensenellaceae R-7 group/Ruminococcaceae UCG-011,Christensenellaceae R-7 groupRuminococcaceae UCG-011 Ambiguous_taxa/bacterium(2),Disc.Fam_Christensenellaceae/Ruminococcaceae(2)
8285,AJ292584.1.1499,Bacteria,Acidobacteria,Acidobacteriia,Subgroup 2,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxa/uncultured bacterium,Ambiguous_taxauncultured bacterium Ambiguous_taxa/bacterium(2),Disc.Fam_Ambiguous_taxa/uncultured bacterium(2)
834,HQ761238.1.1452,Bacteria,Bacteroidetes/Firmicutes,Bacteroidia/Clostridia,Bacteroidales/Clostridiales,Bacteroidaceae/Lachnospiraceae,Bacteroides/Lachnospiraceae UCG-004,BacteroidesLachnospiraceae UCG-004 organism/sp./bacterium(3),Disc.Phy_)Bacteroidetes/Firmicutes(2)
8341,AJ781311.1.1776,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyta,Ambiguous_taxa/Chlamydomonadales,Ambiguous_taxa/Chlamydomonas,Ambiguous_taxaChlamydomonas Ambiguous_taxa/noctigama(2),Disc.Fam_Ambiguous_taxa/Chlamydomonadales(2)
8351,AJ880281.1.1518,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Coccomyxa sp. LA000219,Ambiguous_taxa/Coccomyxa sp. LA000219,Ambiguous_taxaCoccomyxa sp. LA000219 Ambiguous_taxa/LA000219(2),Disc.Fam_Ambiguous_taxa/Coccomyxa sp. LA000219(2)
8353,AJ937878.1.1520,Archaea,Thaumarchaeota,SCGC AB-179-E04,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxa/uncultured archaeon,Ambiguous_taxauncultured archaeon Ambiguous_taxa/archaeon(2),Disc.Ord_Ambiguous_taxa/uncultured archaeon(2)
8355,AJ966595.1.1578,Bacteria,Acidobacteria,Acidobacteriia,Subgroup 2,uncultured bacterium/uncultured Acidobacteria bacterium,uncultured bacterium/uncultured Acidobacteria bacterium,uncultured bacteriumuncultured Acidobacteria bacterium bacterium(1),Disc.Fam_uncultured bacterium/uncultured Acidobacteria bacterium(2)
8392,AM168055.1.1877,Eukaryota,Amoebozoa,Dictyostelia,Dictyostelium,Dictyostelium mucoroides var. stoloniferum/Dictyostelium medium,Dictyostelium mucoroides var. stoloniferum/Dictyostelium medium,Dictyostelium mucoroides var. stoloniferumDictyostelium medium stoloniferum/medium(2),Disc.Fam_Dictyostelium mucoroides var. stoloniferum/Dictyostelium medium(2)
8398,AM229249.1.1343,Archaea,Euryarchaeota,Thermoplasmata,uncultured,uncultured euryarchaeote/uncultured archaeon,uncultured euryarchaeote/uncultured archaeon,uncultured euryarchaeoteuncultured archaeon euryarchaeote/archaeon(2),Disc.Fam_uncultured euryarchaeote/uncultured archaeon(2)
8409,AM292035.1.1482,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Ambiguous_taxa/Ginkgo biloba (maidenhair tree),Ambiguous_taxa/Ginkgo biloba (maidenhair tree),Ambiguous_taxaGinkgo biloba (maidenhair tree) Ambiguous_taxa/tree)(2),Disc.Fam_Ambiguous_taxa/Ginkgo biloba (maidenhair tree)(2)
841,JN465408.1.1424,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured organism/uncultured Chloroflexi bacterium,uncultured organism/uncultured Chloroflexi bacterium,uncultured organismuncultured Chloroflexi bacterium organism/bacterium(2),Disc.Fam_uncultured organism/uncultured Chloroflexi bacterium(2)
8425,AM497725.1.1812,Eukaryota,SAR,Stramenopiles,Ochrophyta,Ambiguous_taxa/Bacillariophyceae,Ambiguous_taxa/Asterionella,Ambiguous_taxaAsterionella Ambiguous_taxa/formosa(2),Disc.Fam_Ambiguous_taxa/Bacillariophyceae(2)
